text,rate
⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀⠀Предложить обмен SARO X ПРЕПОДОБНЫЙ…─█████─█████─████──█████─                ─█─────█───█─█───█─█───█─                ─█████─█████─████──█───█─                ─────█─█───█─█───█─█───█─                ─█████─█───█─█───█─█████─,Не рекомендую
"Тут даже сам безумный Ваас ох*ел. Или апогей безумия в Counter Strike.Counter Strike – это великая серия, начинавшаяся с CS 1.6, а для кого-то и с более ранних версий. За ней вышла незначительная Condition Zero с отличием ли в том, что там было сюжет. Потом вышел Source 2004, породивший не меньше профессиональных игроков, да и просто классно играющих парней.А что мы имеем сейчас? Counter Strike: Global Offensive является лишь жалкой тенью былой славы, некогда легендарной серии. Она прогнила до основания, она играет на чувствах фанатов серии, заменяя атмосферу и геймплей на скины. Начиналось то всё неплохо, за несколько месяцев до релиза в 2012 году игрокам дали попробовать сей “шедевр”, но он уже тогда вызывал отторжение у многих членов коммьюнити CS.А что в 2018 году? Казалось бы, прошло, без малого, 6 лет. Игра должна быть прекрасной во всех аспектах, но на деле же – в игроков кинули огромный навозный шар. Игра бы может и была прекрасной, если бы её не курировала банда скупердяев, плевавших на наследие прошлого и на игроков в целом. Ну что поменялось за шесть лет? Стала ли игра лучше? Появились ли какие-то инновационные решения? Были ли устранены все жалобы игроков и услышали ли разработчики проекта критику пользователя?Х*р там!Мне даже не хочется конструктивно описывать эту игру, ибо эмоции сдержать просто невозможно!Как уже было сказано выше – прошло целых, мать его, шесть лет и за них ни черта не поменялось. Сервера как были в стиле большой картошки с проводками, так и остались. Тикрейт как был 64, так и остался. Хотя чёрт знает сколько времени дорогая “команда разработчиков” кормит нас тоннами обещаний о добавлении 128 тикрейта и фиксации тормозов на своих серверах. А что мы видим? Кейс, кейс, кейс, кейс! КЕЙС! Кейсы за кейсом! Куча кейсов! БОЛЬШЕ КЕЙСОВ БОГУ КЕЙСОВ!!! Для них целым событием является то, что они выпускают в свет очередной кейс с пушечками, ножечками и перчаточками… Разработчики создают иллюзию деятельности тем, что якобы перерабатывают карты, превращая всем знакомые и играбельные карты в напомаженный разноцветный шлак. А ещё они модельки спецназа перепаботали на паре карт! И интерфейс обновили! Это же так важно!(нет)Да, иногда у них наступает просвещение и к ним в голову влетают умные мысли. Но не раз же, с*ка, в шесть лет! Из положительных изменений можно отметить только добавленный, относительно недавно, режим Напарники, где вы с другом или рандомным человеком можете поиграть против такого же дуэта. ВСЁ! Теперь ждём ещё шесть лет… Разработчики решили забить, наверное, последний гвоздь в крышку своего и так утыканного гвоздями гроба своим последним обновлением. Столь ОРИГИНАЛЬНЫЙ и столь НУЖНЫЙ для данной серии режим Battle Royale, хайп которого уже ушёл на спад, дошёл-таки до непролазных дебрей разума разработчиков КС. И как всегда – разработчики наложили кучу себе в штаны. БР крайне сер, скучен, неинтересен и однообразен. Такое чувство, что он был выпущен в дополнение к кейсу: “Мы там, короче, ВЫПУСТИЛИ КЕЙС, ОК ДА?! КУПИ, ОК ДА?! ОТКРОЙ ОК ДА?! Ну, в общем, схему ты знаешь. Ах да, мы там ещё новый режим сделали, но этот так, чисто по приколу и поковырявшись в носу сделали, не обращай внимания. Самое главное – открой побольше кейсов, а мы тебя дальше будем радовать н*х*янеделанием.В заключение могу сказать, что игра умирает, как средство для развлечения и приятного времяпрепровождения. Она ещё долго будет жить как кибердисциплина и как ферма по добыче и продаже скинов. А может она уже умерла. По крайней мере, лично для меня, это произошло. Может я повторюсь в том, что в игре ничего не изменилось и игра находится в предсмертной агонии, но я просто хочу, чтобы меня услышали – ВАМ надо бежать из этой помойки со всех ног! Это уже не просто обзор, а крик души! Бегите и не оглядывайтесь, не ждите пока игра сама рассыплется в прах. Стирая пятки, задыхаясь, валясь с ног, но заставьте себя уйти от неё. Забудьте об этой игре, как о страшном сне. Она мертва. Окончательно и бесповоротно…И это я ещё забыл упомянуть, что сама игра СТАЛА БЕСПЛАТНОЙ и чтобы поиграть нормально, не натыкаясь на софтеров и читеров, что одно и то же, вам нужно заплатить ОДНУ ТЫСЯЧУ РУБЛЕЙ. За игру шестилетней давности обуревшие хапуги просят тысячу деревянных. Ну не за саму игру, ведь она же теперь БЕСПЛАТНАЯ, а за неработающую систему Prime подбора игроков, которая, якобы, находит честных игроков, и вы играете себе тихо-мирно, да спокойно. Если бы эта система себя показывала на стадии бесплатного запуска, то я бы в это поверил, но теперь же вы этого не узнаете, не закинув в печку проекта ещё больше шекелей. По факту же, они просто добили своё детище, превратив его в ещё один бесплатный рассадник неадекватности коим уже является всем известная Dota 2. Так что теперь я не верю ни единому слову данных разработчиков, я плюю им в лицо и открещиваюсь от их отвратительных проектов, среди которых лидерство с большим отрывом занимает “моя любимая” Counter Strike: Global Offensive.Слышите эти звуки? Это плачут от безысходности фанаты серии, а на другом конце кабеля яростно хохочут разработчики и гремит безудержный конвейер кейсов.Так умирают легенды…Спасибо тем, кто дочитал мой обзор до конца!С уважением, KaneDillinger",Не рекомендую
"Кратко о новой системе званий:• Вы слили три игры подряд? - Понижение.• Вы выиграли семь игр подряд, а затем слили игру? - Понижение.• Ничья? - Понижение.• Вам попались ♥♥♥♥♥ы в команду? - Понижение.• Ваши друзья думают, что вы шутите о новой системе рангов? - Понижение.• Вас кикнули? - Бан и понижение.• Вам что-то не нравится? - Понижение.• Вы не открываете кейсы? - Понижение.• Вы зарегистрированы в Origin? - Понижение.• Вы выиграли пятнадцать игр подряд? - Кхм... Нууу... Мы подождём, пока вы проиграете.• Вы проиграли? - Понижение.• Вам выпал нож? - Понижение.• Вам не выпал нож? - Понижение.• Вам НЕ нравится новая система рангов? - Понижение.• Вам НРАВИТСЯ новая система рангов? - Прекрасно, понижение вам тоже понравится.• Вы не заходите в игру? - Понижение.• Вы заходите в игру? - Держите тупых тиммейтов.• Зачем? - Понижение.• Понижение? - Понижение.• Повышение? - Понижение.10/10 по шкале слива рангов.Полная ♥♥♥♥♥!!!1) Очень суровые наказательные меры2) 250-800 пинг.3) FPS присидает хоть у тебя и мощный пк4) Понижают в звании из-за каких то далбаёбов5) Банят даже за то что не загрузился в соревнавательном режимеЭта игра пустая трата времени , денег и нервов.♥♥♥♥♥ ♥♥♥♥♥♥.Крайне не советую...",Не рекомендую
,Не рекомендую
"Игра порой бесит, не раз забрасывал её, но все равно возвращался, если не трогать проблемы коммуникации с озлобленными по неизвестной причине тиммейтами, читерами, нелепыми обновлениями - револьвер the best, игра очень даже не плохая! Играйте и получайте положительные эмоции, всем добра.╔══╦══╦══╗╔═══╦════╦╗╔╦╗╔══╗║╔═╣╔╗║╔╗║║╔══╩═╗╔═╣║║║║║╔╗║║║─║║║║╚╝╚╣╚══╗─║║─║╚╝║╚╝║║║8/10 (с) Elord║║─║║║║╔═╗║╔══╝─║║─╚═╗║╔╗║║║║╚═╣╚╝║╚═╝║╚══╗─║║──╔╝║║║╚╝║╚══╩══╩═══╩═══╝─╚╝──╚═╩╝╚══╝",Рекомендую
"(ノಠ益ಠ)ノ Кусок ♥♥♥♥♥♥♥ гoвнa (҂⌣̀_⌣́) , на одного честного игрока два или три читера не важно мм или фейсит ... Античит просто ссанина и сами валв не лучше! Не могут что-либо  сделать eбучиe свиныe eбaльHики , мудaки и хуeсoсы ! ლ(ಠ益ಠლ  Но мы играем в это , надеемся на лучшее - это напрасно (ノಠ益ಠ)ノ彡┻━┻  Какать им всем на eбaлo ....  (ﾉಥ益ಥ）ﾉ﻿ ┻━┻",Рекомендую
"Если бы мне давали по рублю каждый раз, когда я находил нормального союзника в этой игре, у меня бы было целых ноль рублей",Не рекомендую
"Игра говна, не оптимизированное фуфло",Не рекомендую
"Всемирно известный шутер, который не нуждается представлении. Все итак знают как дела с графикой и механиками игры. Описываю с точки зрения игрока.Команда.Искренне люблю западных европейцев, особенно англичан, данчан, немцев, французов, шведов, их соседей, и украинцев. С поляками и русскими раз на раз не приходится, но риск нарваться на токсичных игроков или националистов выше.Самый хреновый игроков характеризуется:- обилием мата- быстрым выгоранием, нет эмоциональной стабильности- спам совершенно ненужной информации в голосовой чат- неуважение как к оппонентам, так и к своим союзникам- на любую критику в свой адрес срабатывают все вышеперечисленные пункты сразу;Прискорбно, но это почти половина всего русского сообщества. Притом ведут себя неадекватно именно «взрослые», гнобя детей, из-за чего последние вырастают в токсичной среде, и круг замыкается. Про формирование этого процесса можно писать бесконечно долго, но я просто не хочу)Но простой пример: с мужиками за 30, или с горячими ребятами около 20-25 лет найти общий язык тяжело. Как бы ты с ними ни начинал разговор, они продолжают общаться так, как привыкли, попросту говоря, как быдло. С любыми школьниками или даже детсадовцами простой разговор без матов, и ""на равных"", вынуждает их общаться так же. Это радует. Выводы тоже несложные.Лично у меня получается находить общий язык почти со всеми, независимо от возраста или национальности. Очень хотелось бы чтобы все могли так же.VACНа публичных серверах каждый день можно встретить по несколько читеров, в разных режимах. В рейтинговых играх в последнее время не встречал ни разу, либо они хорошо прячутся, либо не успевают дорасти до таких званий. По памяти, в том же 2017 или 2016 ситуация была значительно хуже.НавыкиХотите верьте, хотите нет — бывают вечера когда, что называется, «fired up», играется легко и непринуждённо. Бывает и напротив - можно на публичном сервере проигрывать с K/D 7/16, против звёзд и силверов, попросту ни голова ни руки не работают. Логичного объяснения особо и нет, обычно это уровень усталости/стресса и удачная фаза луны. Поэтому чтобы не накосячить в рейтинговой игре всегда хожу на разогрев на публичные.ИтогиИгра выполняет свою функцию - приносит удовольствие от соревнования, дух соперничества, дух сплочённой команды. Главное, оставаться собой и не отвечать агрессией на злобу в чей-либо адрес. Мир станет чуточку лучше, а игры в компании - приятнее.P.S. На момент написания отзыва: звание Supreme, наиграно 1400 часов.",Рекомендую
//////////////////////////////////////////////////,Не рекомендую
govno,Не рекомендую
12 Турков из 10TurkishPower,Рекомендую
Спасибо Valve за Counter-Strike 2Reborn. Испытывается чувство дежавю.,Рекомендую
top,Рекомендую
"Товар получен бесплатноИгра стала лучше чем CS:GO. Как минимум теперь графика не хуже чем в CS: Source. Но анти чит просто отвратительный, его даже можно сказать и нету. Разработчики не забывают делать новые никому не нужные кейсы со скинами, но их вобще не волнует то, что почти каждую катку попадается читер.",Не рекомендую
"По истине, только скилловый игрок оставит правдивый, то бишь негативный отзыв о данной игре, да и о кс в целом. Потому что игра настолько заполнилась пидерастами, что играть честно уже стало не то что бы сложнее, а не интересно. Честно, 34ебало. Удалю коммент,  когда Вольва изменит свое отношение к читерам и прибудет в эту игру здоровое сообщество Геймеров и 3адротов.У меня сегодня был выходной день. Я так и не поиграл в кс, потому что она не искала игры, пропало звание и я решил, что всё, хватит с меня каэс. Это полный пNздец. Не буду повторять разъезжанные темы по поводу плюсов и минусов про кс. Пусть мне дадут вак что бы я не запускал это у``eбище. Я частенько вспоминаю как играя обычный паблик в кс 1.6 было больше скилла чем на звании  беркут (второй). Раз. А во вторых наиграв более 10к в игру counter-strike я ниразу не апнул глобала, это наверное я рак, да. Пошли вы н4♥♥♥ ♥♥@ные жиды. Киберспорт умер как спорт, это бл4ть ставки на собак и лошадей. Моя нервная система была намного уровновешенная пока я не начал играть в кс. Иногда так хочется сказать #КСГОЖИВИ, но нет, она умерла. ""Помним, любим, скорбим."" От любви до ненависти один шаг.",Не рекомендую
"Играть без прайма стало невозможным, могли бы просто античит добавить",Не рекомендую
gabe ван лав скины рулят спс гейб,Рекомендую
"Игра, которую rjab cybvfk",Рекомендую
помойка,Не рекомендую
The best game :D,Рекомендую
"Рандом говнаВот что вкратце можно сказать об это недоигре.Подробности ща будут.Во-первых: тикрейт. Суka, е6 твою мать, как здесь попадания вообще регистрируются? Разрабы, АЛЛО! Чел стоит к тебе спиной на месте и твой прицел находится у него на голове? Есть великий шанс, что ты в него не попадешь. Также сама рандомность стрельбы. Как эта игра вообще попала в киберспортивные дисциплины?! Такой рандомной и тупой стрельбы я не видел нигде. Какой наxyй скилл, вы че? Здесь чисто случай все решает, а не аим и реакция, кто позволил проводить турниры по этой игре, находясь в здравом уме?После этого обзора, вполне вероятно, всякие мамкины киберспортсмены начнут мне тут задвигать что я нуб и играть не умею. Только вот я в свое время дошел до беркута и, может быть, на этом бы не остановился, если бы е6aнaты из вэлв не сделали систему званий, которая работает как жопа. 200 каток винстриков - хрен тебе, а не звание. 1 проигрыш - опущен. С такой ублюдской системой нет никакой мотивации играть и развиваться здесь, ибо как бы ты не трайхардил, то в любом случае соснешь xyйца.Про тонну читеров и сам анти-чит говорить смысла не вижу. Игре 9 лет и про это все знают, но что делают вэлв? Правильно! Кладут огромный болт на это. Зато скинчики завозят регулярно.Бустеры на сильверах - отдельный бич игры. Новички приходят и их тут же начинают насаживать на кукан глобалы (или чуть ниже) и читаки, после чего они уходят. О каком притоке новых игроков можно говорить, если вы даете развлекаться высокоранговым чувакам безнаказанно?Че по итогу: абсолютно рандомная стрельба со всартыми тикрейтом, приправленной тупорылой системой званий из-за которых ваш скилл игре наxyu не нужен... Кто в это до сих пор играет? ВЫ ЧО?!",Не рекомендую
"Сделали бесплатной- окей. Сделали платный прайм- надо было еще больше сделать цену. Но, ♥♥♥♥, вы можете добавить не просто новый шильдик прайм статуса, а сделать нормальный античит для него? ♥♥♥♥♥, я как быдлокодер заявляю, что сделать античит подобный фейситу или есеа- ну ♥♥♥♥♥ это две недели разработки максимум и то одним человеком, без офиса наполненного кодерами. Каждая вторая игра софт изначально, либо подруб в течение игры. Вы там че, совсем не хотите античит делать нормальный? Ваш ВАК ♥♥♥♥♥, он спалит только бесплатный софт от васяна пятилетней давности. Не рекомендую, больше нервов потратите.",Не рекомендую
"Много читеров, + то что сделали бесплатной это полный бред, ухожу.",Не рекомендую
"Ублюдок, мать твою, а ну иди сюда ♥♥♥♥♥ собачье, решил ко мне со своим Револьвером лезть?! Ты, засранец имбовый мать твою, а?! Ну иди сюда, попробуй меня заваншотить, я тебя сам ваншотну, Ублюдок, Задрот чертов, будь ты проклят! Иди Читак, трахать тебя и всю твою семью ♥♥♥♥♥ собачье, жлоб вонючий, с*ка, падла! Иди сюда Мерзавец, Негодяй, Гад, иди сюда ты ♥♥♥♥♥ жопа!!!О...кейсик выпал)",Рекомендую
"Когда-то я писал отзыв о данной игре, достаточно позитивный...Но я решил удалить и написать новый...В общем игра скатилась, читеров очень много, из 8 игр, 6 игр против читеров, ЭТО НОРМА?? Ах да я не рак, на данный момент ЛЕМ, апал глобала, я могу увидеть где чит, а где скилл...Создатель данной игры, а т.е. Гейб вносит только кейсы в данную игру, и какой-то фактор доверия который полное ♥♥♥♥♥♥♥е...Мне очень нравится игра, но я её не рекомендую, ЭТА ЖИРНАЯ МОРДА НАПЛЕВАТЕЛЬСКИ ОТНОСИТСЯ К НАМ ИГРОКАМ, ЭЙ ГЕЙБ ТЫ МЕНЯ СЛЫШИШЬ, ТЫ СОЗДАЛ ИГРУ, ЛЮДИ СЮДА ЗАЛИВАЮТ СВОИ ДЕНЬГИ КОТОРЫЕ ИДУТ ТЕБЕ В КАРМАН, А ТЫ НЕ МОЖЕШЬ СДЕЛАТЬ НОРМАЛЬНЫЙ АНТИЧИТ......КАКОЙ ТОЛК ОТ ЗВАНИЙ, ОТ ПРАЙМА, ОТ ФАКТОРА ДОВЕРИЯ ЕСЛИ ЭТО НЕ ИМЕЕТ ЗНАЧЕНИЯ, ЧИТЕРЫ ВАМ ПОПАДУТСЯ И ЭТО ФАКТ!!!!!!!!!!!!!",Не рекомендую
имба игрв была до обновы,Рекомендую
много софтеров,Не рекомендую
CS>DOTA2,Рекомендую
КАЛ,Не рекомендую
♥♥♥ня,Не рекомендую
"Тупая игра для гоев♥♥♥♥♥ никому не была нужна до появления скинов. Засилие задротов портит всё впечатление от игры. Поляки yeбаны, мы им ещё за осаду Смоленска ответим, и краковская колбаса станет блюдом русской кухни.Ставь класс, если ты Русский оккупант",Не рекомендую
"есть похотливые школьники, определённо рекомендую они ещё и в форме!!1 В игре есть один недостаток не часто попадаются читеры,  я бы хотел с ними сыграть что бы они научили меня вертолёту и возможно и будут в форме.Стрельба отпад стрелял в яйца попал в голову не понял как, стрелял в голову фрага но подлез свой и меня забанили. Есть недостаток самый для меня критичный мало времени для дефьюза 10 секунд недостаточно велв плиз фикс.Исчо я люблю зайти в молотовы союзников что бы помочь другу найти свободное время в бане.Видео с YouTube™:ОНЛАЙН ИГРЫ - ♥♥♥♥♥, и вот почемуПросмотров: 809,006Почему онлайн игры хуже одиночных и как с этим быть? Твич: https://www.twitch.tv/hhoneymontana Телега: https://t.me/dejavu041 Дискорд: https://discord.gg/NjMGmmUe8Y Патреон:...Любимый киберспортвный игрок b1ad3(блейд) - король шифт гейминга, его влияние настолько велико что в каждой катке вижу его подражателей, учеников, адептов. Главный по помощи в киберспорте сизд. Любимая киберспортивная команда тим Симпл один за пятерых играет.Лучшый стрелок всех времен и этих кибер котлет зевс своей стрельбой поднял нави на новый уровень, жаль тактики слабые но гамбитов вывел в победители, но спасибо что хаббит дополнил зевса во всех остальных не достающих аспектах данной киберспортивной комманды под названим тим гамбит еспортс. Так какдый турнир более что бы ♥♥♥♥♥ поехала домой, что они и прекрасно делают(не зверя слабее медведя!). Победу снг можно сослать на высоко возрастного  игрока который по мнению сверх интеллектуального комментатора русни(ухо) именя 4 мажора 19 мвп тобишь бог этой игры dev1ce вот прям совсем не выделялся и его клатчи не класс.Кста ребята стрельба(NIko - найс шот с дигла) не нужна нужны тактики, индивидуальный скилл не решает, а решает слаженная командна игры что бы каждый выкладывался на 100%, симпл это и доказал на турнире протащив ботыча, так что больше тренируйтесь!",Рекомендую
"Товар получен бесплатноПока деюшки на операцию, привет денюшки с кейсов и рандомного ширпотреба.Вообщем КС себя окупила.10 дастов из 10 :D(26 апр. 2015)Медальку за заслуги дали, а скил утратился. Токсичат все и так по дефолту.Ах да, плюшек на продажу ты больше получишь. Иди прем купи :)25 агрессивных поляков в соревновательных из 10(4 июн. 2022)",Не рекомендую
"Игра с последним обновлением т.е 4.06.2021 стала говном, создали бы валв норм анти чит и не делали бы никакого прайма 1150 платить за игру в которую мы играем это слишком много, например новичек 13 лет начал играть в кс, у него нет 1150 рублей лучше верните последнее обновление, и сдоздайте ♥♥♥♥♥ нормальный античит",Не рекомендую
"Учитывая, что CS:GO уже пользуется популярностью более 2-x лет, она не перестает надоедать игрокам. Наиграв на данный момент 250+ часов. Игра за эти часы как доставляла удовольствие, так и трепала нервы (своей системой рангов и неадекватными игроками). Valve гребут тонны денег с одних только скинов CS:GO, но все же скины остаются слишком дорогими и редкими( Многие люди зарабатывают помощью CS:GO. CS находится на киберспортивном уровне, радуя нас просмотром матчей профессиональных команд. Присутствует огромный простор для новых тактик, ведущих твою команду к победе. Многие онлайн шутеры могут быстро надоедать (например уже через 15-50 часов).У CS:GO нет такого недостатка. Ты можешь играть хоть 5к часов и ни капельки не надоест. Спустя даже 5к+ часов ты можешь узнавать новое, выполняя задания операций или просто играя на пабликах в уютной атмосфере общения). В общем CS:GO это шедевр онлайн шутерев.В итоге:+лучший онлайн шутер+многообразие красивых скинов для оружия+хорошая тренировка реакции+большое кол-во людей (ты не будешь часами ждать или искать игроков)+частые обновления и новый контент-ужасная система рангов-некоторые бессмысленно дорогие скиныМоя оценка: 9/10",Рекомендую
"Итак, перед нашими глазами новая часть Counter-Strike - Counter Strike: Global Offensive. Игра изменилась до неузнаваемости.Новые карты, новые оружия. Все это было бы хорошо, но Valve решили добавить ""скины"" для оружий. Никчемные окраски старых пушек, этакие АВП Бумы и прочее. Ножи, которые продаются от 10 тыс рублей. Да, это красиво, но не более. Люди даже не понимают, что бросают деньги на ветер.Насчет новых карт. Для того, чтобы поиграть на официальных картах, нужно покупать их. 4 карты - 200 рублей. Мы даже не покупаем карты, мы покупаем значки, которые в дальнейшем можно прокачать. Пустая трата денег, как и в варианте со ""скинами"".Итог: Вы получите зависимость от Кс:Го и со временем будете тратить деньги на ""скины для пушек"". Лучше за эти деньги купить новую часть Battlefield, Call of Duty ну или просто пожрать.P.S. Не покупайте CS:GO",Не рекомендую
"Всем добрый день. Играю в КС уже достаточно давно, с времён КС 1.6. Сказать что контра дало мне незабываемое удовольствие как ничего не сказать. Одним словом это было очишуено. Я ни капли не жалею время потраченное на КС ГО. Один только эйс заставляет меня кайфовать от наслаждения. Но все же даже у такой шедевральной игры есть и минусы первый из них я считаю читеры, хоть их со времён бесплатного према и стало меньше, но все же они никуда не делись. Второй это баланс например тебя с одной звездой может кинуть в игру с беркутом, а за тебя будут только одни Смурфики. Не раз бывало такое что тебя кидает в команду сильверов а против тебя одни калоши. Третья проблема это обновления хоть они и выходят часто но кроме грубо говоря ничего тебе не приносят, а иногда даже добавляют одни баги. Короче говоря игра класс но именно эти недостатки портят весь геймплей.",Рекомендую
"Игра супер, советую брать :D Нельзя просто выйти из неё, пока не сыграешь несколько каточек xD",Рекомендую
"Игра говна, было 150-200 фпс щас еле еле до 30-50 поднимается",Не рекомендую
"По каефу эжи, читаков маму ♥♥♥♥, ЖИЗНЬ ВОРАМ",Рекомендую
"♥♥♥♥♥, шахматы интересней",Не рекомендую
"Игра умерла, держится только на скинах, в каждой 5 катке читаки. Разрабам плевать на игру! GGWP",Не рекомендую
"Товар получен бесплатноВидео с YouTube™:HammAli & Navai - Друг или ВрагПросмотров: 4,002,792Подписывайтесь на наш YouTube канал: https://clck.ru/P36oc Доступно на всех цифровых площадках! Жмите на 🔔 и не пропускайте новинки!",Рекомендую
"Товар получен бесплатно♥♥♥♥♥♥♥ пол жизни на эту игру, играю уже 4 года (аккаунты еще были). Не жалею об этом, уже вошло в рутину что тут все ♥♥♥♥♥♥♥ в жопуОтвет умникам, у меня было 7 аккаунтов. На некоторых по 700+ часов, на некоторых всего 100 часов. Мой пиковый акк с 1400 часами, лол.",Рекомендую
"Значит так. На часах 23:27, а я пишу этот обзор. В общем, игра мне нравится, но рекомендовать не могу. Сейчас узнаете, почему. Это та игра, с которой Valve начали выкачивать из меня деньги. Так вот, плюсы данной игры:+Можно играть с друзьями+Не плохая графика+Развивает мышление и реакцию+В игре присутствуют пользовательские карты, режимы, скины и т. д., на которых можно интересно провести время.Если ещё и есть какие-то плюсы, то я про них, наверное, забыл.Переходим к минусам:-Ну понятно, читеры, смурфы и бустеры. Как же горит по поводу этих гадов...-Не далеко уходя от читеров.... VAC-защита здесь У-Ж-А-С-Н-А. Если вам дали VAC-бан, вы либо честный игрок, которого забанил в патруле Вася Пупкин из 3-А, который недавно апнул Нову, либо играли с бесплатным читом, либо играли ну уж очень палевно.-УЖАСНОЕ комьюнити. Ты можешь играть на первом месте со счётом:""21 на 13"", но тебя кикнет сорока-летний мужик со счётом:""0/0/7"",при этом обматерив тебя и всю твою семью.-Однообразные карты, режимы, которые порой надоедают. Операции выходят КРАЙНЕ редко. А если и выходят, то обычно это просто дорогущие кейсы и ИНОГДА карты.-Скины. То, из-за чего ты месяцами голодаешь в школе без булок, но имеешь огромную популярность среди школьников.Они бывают дорогие и недорогие. Но как известно, дешёвые выглядят так ужасно, что и говорить не о чем. Хотя есть и не плохие скины.-Ужасная система рангов.... Вы можете жёстко тащить, потеть, стараться, но ничего не выйдет, ибо :1.У вас в команде раки(Иногда включая вас)2.В команде соперника читер/смурф/бустер.И в итоге, вы за одну какту сольете 4-го сильвера, которого добивались ПОЛ, МАТЬ ЕГО, ГОДА.P. S. Данный обзор строился ЧИСТО на моем мнении, а они, как известно, могут различаться.Так как минусов я в данной игре нашёл больше чем плюсов, то, как я говорил ранее, советовать игру не могу.",Не рекомендую
шляпа,Рекомендую
Хорошая игра можно просто пойграт с друзями + мачмегинк,Рекомендую
"1) Сделать нормальный античит - не2) 128 тик и сервера в рашке - не3) Сломать экономику каески, сделать анти-чит, который банит всех подряд, включая про игроков - гоооооооооо",Не рекомендую
"""Counter-Strike: Global Offensive - старая добрая классика, с переделанным графоном, оружием, картами. Короче, крутой ремейк игры Counter Strike 1.6 только больше, масштабней и графонистей""Рассказывать в этом обзоре я буду об особенностях и режимах. Так что плюсов и минусов - не будет. Хотя нет, я расскажу про один огромный минус, но только в конце обзора.ОсобенностиСистема званий - довольно сложная штука, которая будет выносить мозг игроку, который решил в первый раз поиграть в соревновательный режим. Набирается она при выигрыше 10 игр или больше, как повезёт, но есть случаи, когда после 4 выигранных игр вы можете получить новое звание или наоборот, при проигрыше 3 игр, вы можете понизить своё звание.Кейсики - выкачиватель денег и просто, тупая забава для олигархов или школьников, которые накопя со школьных обедов деньги, решили купить кейсик.Гранаты - особо не изменились, появились только Коктейли Молотова для Террористов и зажигательные гранаты для Контр - Террористов.Вот и все особенности. Конечно соглашусь, их мало, но впринципе, меня и такое количество устраивает.Режимы.Почти не изменились со времен Counter strike 1.6. Расскажу о них вкратце, чтобы ""освежить память"".Обычный - сценарий с захватом бомбы (у Контр-Террористов) или наоборот с установкой бомбы (у Террористов). Всё довольно типично, но и в этом режиме есть особенности, среди которых, отключение дружеского огня при стрельбе в своего и ограничение в средствах до 10000$ в то время, когда в соревновательном, у вас может быть 16000$ максимум.Соревновательный - всё также, как в обычном, только увеличилось кол-во раундов и денег, которые вы можете использовать на покупку оружия. Конечно в этом режиме ещё включили огонь по своим, который, если честно довольно противен, если в тебя попали.Также, только в этом режиме вы сможете повысить своё звание.Гонка вооружений - режим для новичков. В нём вы получаете новое оружие, за каждого убитого противника и так, пока вы не дойдёте до ножа с помощью которого, вам придётся зарезать противника, для того, чтобы выиграть.Спасение заложников - этот режим является точной копией обычного режима, за исключением заложников, которых придётся вызволять, будучи Контр-Террористом или наоборот защищать заложников любой ценой, будучи Террористом.Ну что же, о режимах рассказал об особенностях, тоже. Думаю, что пора заканчивать и начинать рассказывать о минусах.МинусыТупое комьюнити про которое, я не хочу рассказывать. Лучше почитайте о нём в других обзорах, много чего интересного узнаете.С минусами - всё, теперь перейдём к оценке.Оценка 8.9Отличная игра, которую губит комьюнити, про которое мне тошно рассказывать.P.S Как же я ♥♥♥♥♥♥♥♥ писать обзоры, которые никто не оценивает.",Рекомендую
